Index	Name	CPU Start Time (ns)	CPU Duration (ns)	GPU Execution Start Time (ns)	EOP Start Time (ns)	EOP to EOP Duration (ns)	Core	CPU Execution Time (ns)	API Queue	Process	Thread	CPU End Time (ns)	Hardware Queue	TOP to EOP Duration (ns)	GPU Execution End Time (ns)
14333	DmlActivationOperation	601117900	24000	612822740	612823240	389580	2	24000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601141900	3D	390080	613212820
14331	ResourceBarrier	601116000		612822490	612820323	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601116000	3D	583	612823073
14330	Dispatch	601098000		612819490	612584908	235415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601098000	3D	833	612820323
14328		601095600	22000	612584241	612584741	238499	2	22000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601117600	3D	238999	612823240
14326	ResourceBarrier	601094300		612583991	612581908	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601094300	3D	584	612584575
14325	Dispatch	601078700		612580991	612325993	255915	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601078700	3D	917	612581908
14323	DmlConvolutionBasicGemm	601075100	20000	612325410	612325826	258915	2	20000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601095100	3D	259331	612584741
14321	ResourceBarrier	601073500		612325076	612322993	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601073500	3D	667	612325743
14319	Dispatch	601048000		612321993	612088161	234832	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601048000	3D	1000	612322993
14317		601043600	31000	612087578	612088078	237748	2	31000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601074600	3D	238248	612325826
14315	ResourceBarrier	601041400		612087328	612085161	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601041400	3D	583	612087911
14312	Dispatch	601013800		612084328	610807087	1278074	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601013800	3D	833	612085161
14310	DmlActivationOperation	601009000	34000	610806504	610807004	1281074	2	34000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601043000	3D	1281574	612088078
14308	ResourceBarrier	601007900		610806254	610804170	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601007900	3D	583	610806837
14307	Dispatch	600988100		610803170	610709338	94832	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600988100	3D	1000	610804170
14305		600986000	22700	610708754	610709254	97750	2	22700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601008700	3D	98250	610807004
14303	ResourceBarrier	600984900		610708504	610706421	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600984900	3D	584	610709088
14302	Dispatch	600969700		610705338	610290507	415914	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600969700	3D	1083	610706421
14300	DmlConvolutionBasicGemm	600966200	19500	610289924	610290424	418830	2	19500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600985700	3D	419330	610709254
14298	ResourceBarrier	600964900		610289674	610287591	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600964900	3D	583	610290257
14297	Dispatch	600946300		610286591	610098175	189416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600946300	3D	1000	610287591
14296	Dispatch	600942000		610097175	609902510	195665	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600942000	3D	1000	610098175
14294		600938700	27100	609901843	609902343	388081	2	27100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600965800	3D	388581	610290424
14292	ResourceBarrier	600937100		609901593	609899510	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600937100	3D	584	609902177
14291	Dispatch	600917500		609898843	609660512	238998	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600917500	3D	667	609899510
14289	DmlActivationOperation	600914700	23300	609659928	609660345	241998	2	23300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600938000	3D	242415	609902343
14287	ResourceBarrier	600913600		609659678	609657512	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600913600	3D	584	609660262
14286	Dispatch	600893700		609656595	609401097	256415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600893700	3D	917	609657512
14284		600886800	27500	609400514	609400930	259415	2	27500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600914300	3D	259831	609660345
14282	ResourceBarrier	600885100		609400264	609398097	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600885100	3D	583	609400847
14281	Dispatch	600861700		609397097	609143599	254498	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600861700	3D	1000	609398097
14279	DmlConvolutionShortGemm16	600858200	27900	609143015	609143432	257498	2	27900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600886100	3D	257915	609400930
14277	ResourceBarrier	600856900		609142682	609140599	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600856900	3D	667	609143349
14276	Dispatch	600834500		609139682	607838691	1301908	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600834500	3D	917	609140599
14274		600828000	29800	607838108	607838608	1304824	2	29800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600857800	3D	1305324	609143432
14272	ResourceBarrier	600825100		607837858	607835774	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600825100	3D	583	607838441
14271	Dispatch	600805400		607834774	607739775	95999	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600805400	3D	1000	607835774
14269	DmlPoolingOperation	600801600	25600	607739192	607739608	99000	2	25600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600827200	3D	99416	607838608
14267	ResourceBarrier	600800500		607738942	607736775	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600800500	3D	583	607739525
14266	Dispatch	600783400		607735859	607473277	263498	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600783400	3D	916	607736775
14264		600778900	22300	607472694	607473110	266498	2	22300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600801200	3D	266914	607739608
14262	ResourceBarrier	600777400		607472444	607470277	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600777400	3D	583	607473027
14261	Dispatch	600754200		607469277	606191453	1278824	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600754200	3D	1000	607470277
14259	DmlActivationOperation	600750500	27900	606190869	606191369	1281741	2	27900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600778400	3D	1282241	607473110
14257	ResourceBarrier	600748300		606189619	606187453	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600748300	3D	584	606190203
14256	Dispatch	600722900		606186703	603987135	2200318	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600722900	3D	750	606187453
14254		600715300	34000	603986551	603986968	2204401	2	34000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600749300	3D	2204818	606191369
14252	ResourceBarrier	600710200		603986218	603984135	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600710200	3D	583	603986801
14250	Dispatch	600655100		603983301	602651144	1332991	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600655100	3D	834	603984135
14246	DmlConvolutionBasicGemm	600618600	95500	602650561	602638728	1348240	2	95500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	600714100	3D	1336407	603986968
14004	VSync	586573500					Scheduler			0	Idle (0)	586573500			
13946	VSync	569893500					Scheduler			0	Idle (0)	569893500			
13757	SetEventOnCompletion fence#4 (Value=102)	561985600					0			12848	SqueezeNetObjectDetectionCPP.exe (4384)	561985600			
13753	Signal fence#4 (Value=102)	561939900		595418000	595418000	7000	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561939900	3D	7000	595425000
13749	ExecuteCommandList_Begin	561886500		562234178	562234845	0	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561886500	3D	667	562234845
13751	ExecuteCommandList_End	561886500		595232363	595233196	83	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561886500	3D	916	595233279
13747	Dispatch	561814000		595232113	595177696	55250	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561814000	3D	833	595232946
13746	ResourceBarrier	561810300		595177030	595175113	2583	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561810300	3D	666	595177696
13745	ResourceBarrier	561809300		595174363	595172196	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561809300	3D	583	595174946
13744	Dispatch	561806000		595171280	595089364	82832	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561806000	3D	916	595172196
13742	DmlActivationOperation	561804200	5600	595088780	595089280	85833	0	5600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561809800	3D	86333	595175113
13741	ResourceBarrier	561801400		595088697	595086697	2583	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561801400	3D	583	595089280
13740	ResourceBarrier	561800200		595085947	595083864	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561800200	3D	583	595086530
13739	Dispatch	561796500		595082947	595020948	62916	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561796500	3D	917	595083864
13737		561794900	5800	595020364	595020781	65916	0	5800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561800700	3D	66333	595086697
13735	DmlConvolutionBasicGemm	561789800	70000	595020198	595020698	212498	0	70000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561859800	3D	212998	595233196
13733	ResourceBarrier	561788600		595019948	595017781	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561788600	3D	583	595020531
13732	Dispatch	561766500		595016864	594738616	279165	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561766500	3D	917	595017781
13730		561763700	25800	594738033	594738450	282248	0	25800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561789500	3D	282665	595020698
13728	ResourceBarrier	561762500		594737783	594735616	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561762500	3D	583	594738366
13727	Dispatch	561739700		594734700	594518034	217582	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561739700	3D	916	594735616
13725	DmlActivationOperation	561737000	26300	594517451	594517951	220499	0	26300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561763300	3D	220999	594738450
13723	ResourceBarrier	561735700		594517201	594514951	2833	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561735700	3D	583	594517784
13722	Dispatch	561714200		594513951	590778728	3736223	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561714200	3D	1000	594514951
13720		561710600	25900	590778145	590778562	3739389	0	25900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561736500	3D	3739806	594517951
13718	ResourceBarrier	561709300		590777895	590775728	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561709300	3D	583	590778478
13717	Dispatch	561681600		590774895	590624146	151582	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561681600	3D	833	590775728
13715	DmlConvolutionSmallGemm	561677700	32500	590623563	590624146	154416	0	32500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561710200	3D	154999	590778562
13713	ResourceBarrier	561676500		590623313	590621146	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561676500	3D	583	590623896
13712	Dispatch	561654200		590620313	590549146	72000	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561654200	3D	833	590621146
13711	Dispatch	561650200		590548313	590471397	77749	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561650200	3D	833	590549146
13709		561647900	29400	590470814	590471314	152749	0	29400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561677300	3D	153249	590624063
13707	ResourceBarrier	561646600		590470564	590468397	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561646600	3D	583	590471147
13706	Dispatch	561624300		590467397	590378148	90249	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561624300	3D	1000	590468397
13704	DmlJoinOperation	561621700	25900	590377564	590378064	93250	0	25900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561647600	3D	93750	590471314
13702	ResourceBarrier	561620500		590377314	590375148	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561620500	3D	584	590377898
13701	Dispatch	561600400		590374314	590163316	211832	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561600400	3D	834	590375148
13699		561597400	24000	590162733	590163149	214915	0	24000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561621400	3D	215331	590378064
13697	ResourceBarrier	561596300		590162399	590160316	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561596300	3D	667	590163066
13696	Dispatch	561571600		590159399	590068650	91666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561571600	3D	917	590160316
13694	DmlActivationOperation	561569100	28000	590068067	590068483	94666	0	28000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561597100	3D	95082	590163149
13692	ResourceBarrier	561567100		590066983	590064900	3417	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561567100	3D	1334	590068317
13691	Dispatch	561548300		590064067	587324086	2740814	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561548300	3D	833	590064900
13689		561544900	23700	587323419	587323919	2744564	0	23700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561568600	3D	2745064	590068483
13687	ResourceBarrier	561543700		587323169	587321086	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561543700	3D	583	587323752
13686	Dispatch	561519100		587320169	587264003	57083	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561519100	3D	917	587321086
13683	DmlConvolutionBasicGemm	561516600	28000	587263419	587263836	60083	0	28000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561544600	3D	60500	587323919
13681	ResourceBarrier	561515400		587263086	587261003	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561515400	3D	583	587263669
13680	Dispatch	561496400		587260086	586627424	633579	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561496400	3D	917	587261003
13678		561493200	23000	586626757	586627257	636579	0	23000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561516200	3D	637079	587263836
13676	ResourceBarrier	561491700		586626507	586624424	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561491700	3D	584	586627091
13673	Dispatch	561468000		586623424	586551841	72583	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561468000	3D	1000	586624424
13672	Dispatch	561463700		586551008	586454925	96916	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561463700	3D	833	586551841
13670	DmlActivationOperation	561461100	31500	586454342	586454842	172415	0	31500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561492600	3D	172915	586627257
13668	ResourceBarrier	561459600		586454092	586452009	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561459600	3D	583	586454675
13667	Dispatch	561433700		586451009	586361592	90417	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561433700	3D	1000	586452009
13665		561429700	31000	586361009	586361426	93416	0	31000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561460700	3D	93833	586454842
13663	ResourceBarrier	561424800		586360759	586358592	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561424800	3D	583	586361342
13662	Dispatch	561408400		586357759	586150427	208165	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561408400	3D	833	586358592
13660	DmlConvolutionBasicGemm	561404100	21800	586149844	586150261	211165	0	21800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561425900	3D	211582	586361426
13658	ResourceBarrier	561403100		586149511	586146844	3333	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561403100	3D	666	586150177
13657	Dispatch	561385600		586145927	586055845	90999	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561385600	3D	917	586146844
13655		561383500	20300	586055261	586055761	94500	0	20300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561403800	3D	95000	586150261
13653	ResourceBarrier	561382400		586055011	586052845	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561382400	3D	584	586055595
13652	Dispatch	561367300		586052095	582603702	3449143	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561367300	3D	750	586052845
13650	DmlActivationOperation	561364400	18700	582603119	582603619	3452142	0	18700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	561383100	3D	3452642	586055761
